"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3763290";"";"0";"439.42";"0";"2.68";"50";"COc1cc(OC)c2c(=O)cc(N3CCN(C(=O)c4ccc([N+](=O)[O-])cc4)CC3)oc2c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL4171781";"";"0";"387.44";"1";"5.07";"59";"COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1";"IC50";"'='";"436.52";"nM";"6.36";"";"";"UO_0000065";"16.42";"0.30";"1.29";"9.71";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4204938";"";"0";"613.71";"2";"6.84";"16a";"COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3cccc(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2";"IC50";"'='";"4080.0";"nM";"5.39";"";"";"UO_0000065";"8.78";"0.16";"-1.45";"5.99";"False";"CHEMBL4200598";"Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 staining based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196164";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None"
"CHEMBL4213215";"";"0";"627.74";"2";"7.15";"16d; UR-DP48";"COc1cc2c(cc1OC)CN(CCOc1ccc(/C=C/C(=O)c3ccc(C)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2";"IC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"9.65";"0.18";"-1.09";"6.73";"False";"CHEMBL4200598";"Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 staining based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196164";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None"
"CHEMBL4102382";"";"0";"427.43";"0";"4.92";"40";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1";"IC50";"'='";"685.0";"nM";"6.16";"";"";"UO_0000065";"14.42";"0.26";"1.24";"4.32";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4080817";"";"0";"401.43";"0";"3.56";"37";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1";"IC50";"'='";"379.0";"nM";"6.42";"";"";"UO_0000065";"16.00";"0.29";"2.86";"5.35";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4061497";"";"0";"431.41";"0";"3.89";"33";"COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1";"IC50";"'='";"331.0";"nM";"6.48";"";"";"UO_0000065";"15.02";"0.28";"2.59";"4.73";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4165609";"";"0";"380.37";"1";"5.64";"45";"Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1";"IC50";"'='";"726.0";"nM";"6.14";"";"";"UO_0000065";"16.14";"0.30";"0.50";"9.62";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4159937";"";"0";"456.45";"1";"6.69";"34";"CSc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1";"IC50";"'='";"101.0";"nM";"7.00";"";"";"UO_0000065";"15.33";"0.30";"0.31";"8.64";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4159327";"";"0";"342.36";"0";"4.95";"14";"O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccccc3)c2c1";"IC50";"'='";"106.0";"nM";"6.97";"";"";"UO_0000065";"20.37";"0.37";"2.02";"8.62";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4174458";"";"0";"367.37";"0";"4.82";"20";"N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1";"IC50";"'='";"48.1";"nM";"7.32";"";"";"UO_0000065";"19.92";"0.36";"2.50";"6.99";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4168022";"";"0";"426.35";"1";"5.67";"31";"O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1";"IC50";"'='";"27.6";"nM";"7.56";"";"";"UO_0000065";"17.73";"0.33";"1.89";"7.47";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4164155";"";"0";"373.37";"0";"4.35";"28";"COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1";"IC50";"'='";"75.5";"nM";"7.12";"";"";"UO_0000065";"19.08";"0.35";"2.77";"6.91";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4161427";"";"0";"403.35";"0";"4.56";"18";"O=[N+]([O-])c1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)c1";"IC50";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"16.91";"0.31";"2.26";"4.73";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4171799";"";"0";"357.37";"0";"4.53";"27";"Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1";"IC50";"'='";"284.0";"nM";"6.55";"";"";"UO_0000065";"18.32";"0.33";"2.02";"6.12";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4165025";"";"0";"410.36";"1";"5.97";"31";"O=[N+]([O-])c1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)c1";"IC50";"'='";"10700.0";"nM";"4.97";"";"";"UO_0000065";"12.11";"0.23";"-1.00";"6.14";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4171781";"";"0";"387.44";"1";"5.07";"59";"COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1";"IC50";"'='";"3820.0";"nM";"5.42";"";"";"UO_0000065";"13.98";"0.26";"0.35";"8.27";"False";"CHEMBL4132978";"Inhibition of ABCG2 ATPase activity (unknown origin) expressed in baculovirus infected high5 cell membranes after 20 mins by ascorbic acid ammonia molybdate reaction based colorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4159527";"";"0";"372.38";"0";"4.96";"40";"COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1";"IC50";"'='";"642.0";"nM";"6.19";"";"";"UO_0000065";"16.63";"0.30";"1.23";"6.87";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4161193";"";"0";"388.45";"1";"5.67";"26";"CSc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1";"IC50";"'='";"820.0";"nM";"6.09";"";"";"UO_0000065";"15.67";"0.30";"0.42";"7.52";"False";"CHEMBL4132978";"Inhibition of ABCG2 ATPase activity (unknown origin) expressed in baculovirus infected high5 cell membranes after 20 mins by ascorbic acid ammonia molybdate reaction based colorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL3984719";"";"0";"408.89";"1";"5.21";"2a";"COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Cl)c1OC";"IC50";"'='";"7400.0";"nM";"5.13";"";"";"UO_0000065";"12.55";"0.24";"-0.08";"10.03";"False";"CHEMBL3859898";"Inhibition of BCRP in human MCF7/Topo cells assessed as mitoxantrone accumulation preincubated for 10 mins followed by mitoxantrone addition measured after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856286";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None"
"CHEMBL4203580";"";"0";"385.38";"0";"3.31";"36";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc2c(c1)OCO2";"IC50";"'='";"259.0";"nM";"6.59";"";"";"UO_0000065";"17.09";"0.31";"3.28";"7.23";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4204010";"";"0";"399.41";"0";"3.35";"37";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccc2c(c1)OCCO2";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"16.83";"0.31";"3.37";"7.37";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4215290";"";"0";"439.40";"0";"4.61";"13";"COc1ccc(-n2nnc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)n2)cc1";"IC50";"'='";"18500.0";"nM";"4.73";"";"";"UO_0000065";"10.77";"0.20";"0.12";"5.78";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4216590";"";"0";"350.37";"0";"3.55";"4";"COc1cc(OC)c(C(=O)/C=C/c2ccc3nccnc3c2)cc1OC";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"16.71";"0.31";"2.30";"8.30";"False";"CHEMBL4200604";"Inhibition of ABCG2 (unknown origin) expressed in HEK293 cells assessed as reduction in mitoxantrone efflux measured after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196164";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None"
"CHEMBL28098";"";"0";"386.50";"0";"3.00";"12";"N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)ncnc13)CCCC2";"IC50";"'='";"8190.0";"nM";"5.09";"";"";"UO_0000065";"13.16";"0.24";"2.09";"8.34";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3805746";"";"0";"372.48";"0";"2.96";"13";"N#Cc1c2n(c3c(N4CCN(Cc5ccccc5)CC4)ncnc13)CCCC2";"IC50";"'='";"8240.0";"nM";"5.08";"";"";"UO_0000065";"13.65";"0.25";"2.12";"8.34";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4210872";"";"0";"439.39";"1";"5.68";"7";"COc1ccc(-c2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)o2)cc1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"16.04";"0.30";"1.37";"9.12";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4203097";"";"0";"400.44";"0";"4.20";"11";"COc1ccc(C(=O)Nc2ccccc2-n2cc(-c3ccc(OC)cc3)nn2)cc1";"IC50";"'='";"2360.0";"nM";"5.63";"";"";"UO_0000065";"14.05";"0.26";"1.43";"7.19";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL837";"7-ETHYL-10-HYDROXYCAMPTOTHECIN";"2";"392.41";"0";"2.35";"SN-38";"CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC";"IC50";"'='";"176.0";"nM";"6.75";"";"inhibitor [IC50=176nM]";"UO_0000065";"";"";"";"";"False";"CHEMBL2075189";"TP_TRANSPORTER: drug resistance(Imatinib mesylate) in BCRP-expressing SaoS2 cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"SAOS-2";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2074232";"18";"TP-search Transporter Database";"Cancer Res.";"2004";"CHEMBL3307737"
"CHEMBL4172752";"";"0";"390.37";"1";"5.10";"41";"COc1cccc(-c2nc(Nc3cccc(F)c3)c3cc([N+](=O)[O-])ccc3n2)c1";"IC50";"'='";"23.4";"nM";"7.63";"";"";"UO_0000065";"19.55";"0.36";"2.53";"8.46";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4175064";"";"0";"455.35";"1";"5.88";"36";"O=[N+]([O-])c1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1";"IC50";"'='";"66.3";"nM";"7.18";"";"";"UO_0000065";"15.76";"0.30";"1.30";"5.78";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4164420";"";"0";"428.35";"1";"6.11";"35";"O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(F)c3)c2c1";"IC50";"'='";"44.8";"nM";"7.35";"";"";"UO_0000065";"17.16";"0.32";"1.24";"9.08";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4207415";"";"0";"342.36";"0";"2.98";"31";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccncc1";"IC50";"'='";"287.0";"nM";"6.54";"";"";"UO_0000065";"19.11";"0.34";"3.56";"7.64";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
